3
3DES	736	18.25843600159855	2.930732408117419
3DES	147	18.193797962863293	2.864852589611861
3DES	461	18.270456026185517	3.0182521835328466
3DES	433	18.277795547352213	2.8436920478170524
3DES	668	18.678086334340875	3.0102938889373028
3DES	267	19.7161742138113	2.9148765620690162
3DES	241	18.49119463663521	2.9774424911938167
3DES	517	19.013558498772372	2.8677318316986105
3DES	688	19.676336275640324	3.018022388219289
3DES	350	19.186195464047373	2.8451205855220003
3DES	633	19.643460072590678	2.8722632494070623
3DES	532	18.586113890615117	2.9110476257540596
3DES	507	18.972824889563434	2.9046373428947856
3DES	158	19.22872366451291	2.8868306079478057
3DES	476	19.104823601577884	3.018842330265717
3DES	775	19.60195634001385	2.8736794675873365
3DES	772	18.14895478509889	3.011606149206584
3DES	215	19.327812736732902	2.915097234794532
3DES	628	19.567666722421578	2.9758026208604362
3DES	766	18.420883549816768	2.841944026567328
3DES	271	19.836216035470535	2.973287801653784
3DES	760	18.85304771396168	2.8722948509432795
3DES	412	19.971043260727615	2.8718978397889487
3DES	229	19.03913078366716	2.8533695224817235
3DES	559	19.736459735025395	3.018189304680777
3DES	539	19.994816489487004	2.8628204882949766
3DES	591	19.06267529057464	3.028752330828534
3DES	738	19.57555933910929	2.888531049304897
3DES	730	19.047364111553254	2.964286007478119
3DES	399	18.753631433916116	2.880302408094147
3DES	224	18.848074881447367	2.91059347980581
3DES	451	18.629765391968586	2.865893642794557
3DES	283	18.413835181726604	2.9277320540217495
3DES	308	19.32611754584253	3.027323279644837
3DES	338	19.751283919001143	3.023740480276001
3DES	542	18.238476984287637	2.8916455700899943
3DES	353	19.993583581919847	2.837662090839393
3DES	610	18.417785108577135	3.025577941864486
3DES	428	18.089223892817188	2.866488070409084
3DES	496	18.93410617942798	3.011879244634378
3DES	184	18.04262063594874	2.9786604671771504
3DES	721	18.17020301822799	2.8282605678748394
3DES	675	18.99914864084741	2.887898920996865
3DES	540	19.156823476008597	3.0363521831378217
3DES	225	19.833915367612306	2.970849002295802
3DES	496	19.307691194427964	3.0268512647738253
3DES	639	19.596191081601653	3.027393377344062
3DES	334	19.59902188240805	2.8444354220858403
3DES	559	19.459954536474207	2.995419584509989
3DES	335	19.69614798187519	2.951346946121278
3DES	666	19.145497241394388	2.9384002050172864
3DES	511	19.358537546880413	3.00223185935966
3DES	329	18.097448206373663	2.877812728701127
3DES	316	19.65413081786334	2.8758564509779014
3DES	336	18.130938925322006	2.9187069839104893
3DES	138	19.70449436013657	3.0347218707136916
3DES	423	18.359922970476944	2.942118273399933
3DES	768	19.623806633579736	2.83535479588009
3DES	776	19.3598977191759	2.931023877814847
3DES	283	19.28713965231119	2.9981686934651934
3DES	488	18.311444601250408	2.9891493552000044
3DES	532	18.646889765234008	2.879266519407822
3DES	515	18.361112381822437	2.8606494381338416
3DES	435	19.640538234795542	2.8413909318688306
3DES	677	19.042213020524535	2.994515928267204
3DES	472	18.538183646174407	2.8724229978492506
3DES	398	19.560081513646928	2.980002034988689
3DES	466	19.73449171223561	2.98038467495535
3DES	500	19.614271252157284	2.830898867431037
3DES	546	18.85684470641573	2.9678136774370327
3DES	150	19.81401439245011	3.008155739813648
3DES	154	19.43955063279391	3.007152598640866
3DES	565	18.353070632354427	3.024600939956554
3DES	207	18.73298458436445	2.967426166267725
3DES	225	19.135821272531807	2.859394172320666
3DES	176	19.796486447348524	2.9089725003394253
3DES	322	19.66813453001753	2.8988257774550164
3DES	123	19.78472842680386	2.8588450604683873
3DES	125	19.474136083724183	2.9401710933863634
3DES	485	18.639090316364	2.9787126489159372
3DES	737	19.70356313954627	2.872510967573105
3DES	632	18.778346365028934	2.849654452449122
3DES	623	19.613863446221234	2.964241365470852
3DES	777	18.896666476216872	2.879676450213463
3DES	300	19.73662037336673	2.931416559226085
3DES	692	19.79157520208441	2.966564063564984
3DES	206	18.829241773366604	2.9616009659977314
3DES	263	18.690086613847978	2.9193337589906156
3DES	743	19.31014679295804	2.8770450080426255
3DES	405	19.00774756536734	2.973553874963505
3DES	279	18.06891566384401	3.0187497178512936
3DES	191	19.832773127895855	3.0251713170177097
3DES	157	18.732038925038616	3.032343860514084
3DES	720	19.30584587716583	2.993207213123441
3DES	383	18.11000846307644	2.9936654366024613
3DES	494	18.775478042801552	3.0057697127751077
3DES	190	18.452538674814086	2.8670172618204766
3DES	423	18.63909798902887	2.941777219013904
3DES	388	18.685688482647205	2.8672531129213583
3DES	371	19.651224803677987	2.868589334623414
AES	394	13.616184181220056	3.7761475117634493
AES	316	12.206966994169644	3.852406570710623
AES	142	13.063545661787819	3.857907859728186
AES	411	12.239804701776595	3.757322623068496
AES	246	12.106206020280386	3.7842028057797883
AES	258	13.797988667653692	3.736295465612574
AES	73	12.847115027694416	3.808205259874092
AES	63	13.858971670222875	3.877045212175819
AES	200	12.460055478932482	3.8548823460708492
AES	74	12.529632606155953	3.8684876895491875
AES	325	12.848676920847973	3.8011077982055603
AES	202	12.49781193647885	3.8397732137557328
AES	78	13.30952291985221	3.7276250338839367
AES	219	12.878106569866077	3.8553197773455783
AES	219	13.375717336912098	3.7414510531989564
AES	131	12.10898051381469	3.8324091886760785
AES	331	12.525005258852843	3.894482806644584
AES	168	13.337777927998053	3.8024531283793492
AES	124	12.807876776384841	3.7543482926238125
AES	346	13.414756250922203	3.7614341613506
AES	266	14.00853180407925	3.81593493340262
AES	115	13.526789832863205	3.9067840233919053
AES	428	13.57347662671829	3.8520272035744085
AES	98	13.875924066840259	3.9150781287874565
AES	317	12.429572870937497	3.7725943401699613
AES	429	12.887491603132846	3.806401486453506
AES	139	12.085391666042616	3.7934873713880766
AES	443	13.13703496274268	3.8505764659444712
AES	103	13.826757021837315	3.7971321415186132
AES	173	12.23480858615991	3.8176378516761194
AES	223	12.099392976228433	3.7987421889400506
AES	404	12.58116720917018	3.776994677199592
AES	383	13.238621299841586	3.758621621778772
AES	250	13.2856765290222	3.8961320274230395
AES	250	12.038086831540829	3.8712839164117456
AES	217	12.70731493552822	3.8739788720462527
AES	335	13.286519731903653	3.8598777649914227
AES	416	13.902665402715233	3.825700322336718
AES	93	13.023574114071472	3.7652854832018114
AES	446	12.563528465761987	3.8076644479138566
AES	430	12.152814951200027	3.803743528105593
AES	270	13.944917724654484	3.7501848054484057
AES	388	13.76195534178877	3.783427788320188
AES	122	13.908931743689582	3.911850337737696
AES	136	12.637478105758836	3.801649065304703
AES	337	13.859526122451383	3.7933240662668504
AES	272	13.022806712738829	3.894616101965107
AES	355	12.497741672318023	3.8449212815415676
AES	157	12.976221980377655	3.8826449703125547
AES	152	13.62647572652507	3.8910663644434202
AES	381	13.936751646846144	3.7897242663187356
AES	237	13.478414323192947	3.8918755505682965
AES	222	13.423292235578488	3.724485878506211
AES	378	13.950275468134347	3.7446200081223413
AES	259	12.37425281042215	3.7968804164462426
AES	361	12.741043103559202	3.7701905186137203
AES	380	12.80204189205729	3.8007154373817853
AES	146	13.791404567766202	3.9129109773619795
AES	128	12.508750453087595	3.8811827727847987
AES	391	13.4461341318301	3.7916335043719487
AES	131	13.426414165839455	3.826078884773544
AES	125	13.410697655079808	3.828492623856862
AES	283	13.34727081793753	3.9286093064729632
AES	344	12.287883180773786	3.7675003503583575
AES	281	13.796458178207596	3.841464434043871
AES	143	13.89979509978933	3.783327436557811
AES	112	12.451630625124098	3.913759881008306
AES	77	13.28507979535029	3.769139091307226
AES	272	12.671003095032042	3.8149496000660377
AES	305	13.010782165153701	3.8132357532696184
AES	408	13.273362118054703	3.8729445532988853
AES	247	13.012763487009941	3.9289912012474417
AES	67	13.28061557600615	3.821903635277186
AES	356	12.1781430830433	3.883681377883467
AES	399	12.645483820034324	3.8685066895977456
AES	334	14.027756449096175	3.904257776880588
AES	127	12.803965174081643	3.7474722616247784
AES	328	12.706154328631595	3.910438962838165
AES	198	12.054242063946225	3.7601446030230337
AES	235	13.521198733476313	3.735673148040619
AES	73	12.670722984030617	3.8341458881693042
AES	201	12.894842341335279	3.89356317162032
AES	205	13.633948272330557	3.9208703823350723
AES	351	12.511210007601969	3.868243283890028
AES	390	12.974118722831754	3.85448742925559
AES	201	12.157630977369447	3.8614544383509726
AES	111	12.268036601036057	3.8581195414589002
AES	161	12.368803506681328	3.845681421024015
AES	87	13.036280719455364	3.8179709776232147
AES	183	12.063802964217262	3.7976913408446205
AES	436	12.339467776150794	3.790400195666963
AES	440	13.830176811572798	3.8961483688064242
AES	271	13.649484260197285	3.8862574237314136
AES	144	13.078901215777353	3.7761744404315025
AES	370	12.91360322597929	3.9192454459117965
AES	263	13.368504493685567	3.7392798944719914
AES	224	12.87643315456649	3.76210822997083
AES	242	12.536194417963248	3.737001543472954
AES	439	13.816675260285932	3.8031076031608873
AES	398	13.118357923876534	3.783858597620547
BLOWFISH	157	7.994700370439791	3.872213550312762
BLOWFISH	78	9.311245406774775	3.967569305620013
BLOWFISH	136	7.604024935140501	3.9684079767700897
BLOWFISH	160	8.460950335068203	3.8850627002746725
BLOWFISH	68	8.55207450945621	3.8926858457637477
BLOWFISH	27	8.599265093364288	3.9658710817437597
BLOWFISH	165	8.47949493845335	3.852430835110829
BLOWFISH	66	7.3826593791507165	3.921199204672993
BLOWFISH	143	9.27238293690777	3.90554513102321
BLOWFISH	121	8.653366940820874	3.930035981982513
BLOWFISH	144	8.693538797338867	3.930825286124417
BLOWFISH	37	7.264124532937471	3.903903802424076
BLOWFISH	67	8.25974216270362	3.939397114593647
BLOWFISH	75	9.226105017450667	4.006028987984636
BLOWFISH	48	8.920775378946958	4.00235367813974
BLOWFISH	100	9.00689239075852	3.856164976162526
BLOWFISH	93	8.028632871958786	3.904380309436576
BLOWFISH	73	8.146498008133689	3.9513071354902096
BLOWFISH	53	7.60994724422693	3.8974002449906715
BLOWFISH	126	7.7224460536857125	4.027404704120802
BLOWFISH	29	7.911124302269485	3.9116333559383376
BLOWFISH	65	8.679856976528825	3.852401615754532
BLOWFISH	136	9.274022507065634	3.8774286131032367
BLOWFISH	204	8.469236591766716	3.9950232008793747
BLOWFISH	120	8.42022479022948	4.01930867682552
BLOWFISH	136	8.083329418702364	3.8941707657133424
BLOWFISH	103	8.394040717146659	4.005351924529055
BLOWFISH	175	7.774923402037345	3.9640901251941063
BLOWFISH	145	8.518344094502977	3.881833688460319
BLOWFISH	68	7.289894492025672	3.8821438230297103
BLOWFISH	181	9.333187054460081	3.835954166806516
BLOWFISH	122	8.964057728318382	3.9170396393137454
BLOWFISH	135	7.234850719105421	3.8894956802766205
BLOWFISH	131	7.288543322616623	3.906750414346678
BLOWFISH	140	8.372578971921955	3.8283764084732868
BLOWFISH	31	9.306443584886667	3.9321017869297705
BLOWFISH	27	8.771708999162838	3.93930160096929
BLOWFISH	151	7.523379259226129	3.995605670219378
BLOWFISH	85	7.895250323412426	4.0135566461448615
BLOWFISH	77	8.816410621078722	3.9660775725956707
BLOWFISH	169	7.231180846946539	3.856438845863682
BLOWFISH	113	9.329371833346174	3.8253958798977945
BLOWFISH	95	9.159816268646793	3.9623868847686423
BLOWFISH	114	7.608233121084008	3.9879402018789127
BLOWFISH	165	8.954575597081718	3.8280383077148286
BLOWFISH	189	8.697499436938893	3.8292846692543496
BLOWFISH	145	7.680304422682973	3.923226130179707
BLOWFISH	127	8.467929660041799	3.922119866658482
BLOWFISH	38	7.6160330878903775	3.898315768029534
BLOWFISH	192	8.137014652949782	4.0126345062974575
BLOWFISH	49	9.343636035751187	3.8777830337525954
BLOWFISH	103	7.596677977416368	3.970704533255443
BLOWFISH	164	7.510324135258043	3.953542892736637
BLOWFISH	146	7.317566978952433	3.8222136042340944
BLOWFISH	71	8.891241475391144	3.8737567469388194
BLOWFISH	179	8.376078679942657	3.821664116233615
BLOWFISH	152	9.108652340166502	3.9861739203292563
BLOWFISH	100	7.608916608035782	3.9289329997339526
BLOWFISH	188	7.746294960512256	3.9694997459698214
BLOWFISH	63	7.940503339604362	3.9560804971336045
BLOWFISH	150	8.45144248643478	3.8458292763641113
BLOWFISH	55	8.390974788549121	3.857533855872884
BLOWFISH	91	7.463052293202122	3.870841274335549
BLOWFISH	57	7.456760168442115	3.8602407946142527
BLOWFISH	113	8.982098975539035	3.852712260746262
BLOWFISH	88	7.781903932544367	3.8315198068031227
BLOWFISH	65	7.629776362512196	3.873585064043106
BLOWFISH	207	7.666312500824558	3.8453262995666124
BLOWFISH	43	8.580719315889983	3.8949099644702727
BLOWFISH	73	8.127012755367183	4.026504332171881
BLOWFISH	154	7.63173459654039	3.9135700195090117
BLOWFISH	83	7.420283982470907	3.9058045021598744
